"trial_number_within_block","completion_code","condition","news_station_first","with_independent_council","X_I","X_F","source_type","block_stage","block_half","block_quarter","correct_state","posterior_blue_I","posterior_blue_F","ground_truth","change_of_mind"
12,"sq2sz1m1","Without","First","true",1,4,"bluebias","normal",1,2,"green",0.92,0.61,-1,-0.31
13,"sq2sz1m1","Without","First","true",0,3,"bluebias","normal",1,2,"green",0.84,0,-1,-0.84
14,"sq2sz1m1","Without","First","true",4,5,"bluebias","normal",1,2,"blue",1,0.98,1,-0.02
15,"sq2sz1m1","Without","First","true",5,5,"bluebias","normal",2,3,"blue",1,1,1,0
16,"sq2sz1m1","Without","First","true",1,2,"bluebias","normal",2,3,"green",0.34,0.06,-1,-0.28
17,"sq2sz1m1","Without","First","true",5,5,"bluebias","normal",2,3,"blue",1,1,1,0
18,"sq2sz1m1","Without","First","true",3,5,"bluebias","normal",2,3,"blue",1,0.77,1,-0.23
19,"sq2sz1m1","Without","First","true",3,2,"bluebias","normal",2,3,"green",0.35,0.35,-1,0
20,"sq2sz1m1","Without","First","true",1,1,"bluebias","normal",2,3,"green",0.09,0,-1,-0.09
21,"sq2sz1m1","Without","First","true",5,5,"bluebias","normal",2,3,"blue",1,1,1,0
22,"sq2sz1m1","Without","First","true",2,3,"bluebias","normal",2,4,"green",0.76,0.6,-1,-0.16
23,"sq2sz1m1","Without","First","true",5,5,"bluebias","normal",2,4,"blue",1,1,1,0
24,"sq2sz1m1","Without","First","true",4,4,"bluebias","normal",2,4,"blue",0.94,1,1,0.0600000000000001
25,"sq2sz1m1","Without","First","true",3,5,"bluebias","normal",2,4,"blue",1,0.84,1,-0.16
26,"sq2sz1m1","Without","First","true",5,4,"bluebias","normal",2,4,"blue",0.92,1,1,0.08
27,"sq2sz1m1","Without","First","true",1,2,"bluebias","normal",2,4,"green",0.35,0.03,-1,-0.32
28,"sq2sz1m1","Without","First","true",3,4,"bluebias","normal",2,4,"blue",0.92,0.74,1,-0.18
29,"sq2sz1m1","Without","First","true",NA,5,"bluebias","station_only",NA,NA,"blue",1,NA,1,NA
30,"sq2sz1m1","Without","First","true",NA,2,"bluebias","station_only",NA,NA,"blue",0.25,NA,1,NA
31,"sq2sz1m1","Without","First","true",NA,4,"bluebias","station_only",NA,NA,"blue",0.8,NA,1,NA
32,"sq2sz1m1","Without","First","true",NA,1,"bluebias","station_only",NA,NA,"blue",0.1,NA,1,NA
33,"sq2sz1m1","Without","First","true",NA,3,"bluebias","station_only",NA,NA,"blue",0.76,NA,1,NA
34,"sq2sz1m1","Without","First","true",NA,0,"bluebias","station_only",NA,NA,"blue",0,NA,1,NA
1,"sq2sz1m1","Without","First","true",1,3,"opposite","normal",1,1,"green",0.68,0.16,-1,-0.52
2,"sq2sz1m1","Without","First","true",1,5,"opposite","normal",1,1,"green",1,0.09,-1,-0.91
3,"sq2sz1m1","Without","First","true",5,1,"opposite","normal",1,1,"blue",0.24,1,1,0.76
4,"sq2sz1m1","Without","First","true",2,4,"opposite","normal",1,1,"green",0.64,0.25,-1,-0.39
5,"sq2sz1m1","Without","First","true",0,4,"opposite","normal",1,1,"green",0.14,0,-1,-0.14
6,"sq2sz1m1","Without","First","true",5,0,"opposite","normal",1,1,"blue",1,1,1,0
7,"sq2sz1m1","Without","First","true",3,5,"opposite","normal",1,1,"green",0,0.51,-1,0.51
8,"sq2sz1m1","Without","First","true",4,0,"opposite","normal",1,2,"blue",1,1,1,0
9,"sq2sz1m1","Without","First","true",2,2,"opposite","normal",1,2,"blue",0.75,0.27,1,-0.48
10,"sq2sz1m1","Without","First","true",5,3,"opposite","normal",1,2,"blue",0.33,1,1,0.67
11,"sq2sz1m1","Without","First","true",0,4,"opposite","normal",1,2,"green",0.27,0,-1,-0.27
12,"sq2sz1m1","Without","First","true",5,0,"opposite","normal",1,2,"blue",1,1,1,0
13,"sq2sz1m1","Without","First","true",2,4,"opposite","normal",1,2,"green",1,0.22,-1,-0.78
14,"sq2sz1m1","Without","First","true",2,1,"opposite","normal",1,2,"blue",0.85,0.5,1,-0.35
15,"sq2sz1m1","Without","First","true",5,2,"opposite","normal",2,3,"blue",0.75,1,1,0.25
16,"sq2sz1m1","Without","First","true",3,0,"opposite","normal",2,3,"blue",1,1,1,0
17,"sq2sz1m1","Without","First","true",3,3,"opposite","normal",2,3,"blue",0.38,0.75,1,0.37
18,"sq2sz1m1","Without","First","true",0,3,"opposite","normal",2,3,"green",0.28,0,-1,-0.28
19,"sq2sz1m1","Without","First","true",0,3,"opposite","normal",2,3,"green",0.38,0,-1,-0.38
20,"sq2sz1m1","Without","First","true",4,0,"opposite","normal",2,3,"blue",1,1,1,0
21,"sq2sz1m1","Without","First","true",1,1,"opposite","normal",2,3,"green",0.93,0.24,-1,-0.69
22,"sq2sz1m1","Without","First","true",1,3,"opposite","normal",2,4,"green",0.6,0.04,-1,-0.56
23,"sq2sz1m1","Without","First","true",0,4,"opposite","normal",2,4,"green",0.07,0,-1,-0.07
24,"sq2sz1m1","Without","First","true",5,1,"opposite","normal",2,4,"blue",0.7,1,1,0.3
25,"sq2sz1m1","Without","First","true",1,3,"opposite","normal",2,4,"green",0.32,0.25,-1,-0.07
26,"sq2sz1m1","Without","First","true",3,1,"opposite","normal",2,4,"blue",0.7,0.76,1,0.0600000000000001
27,"sq2sz1m1","Without","First","true",3,4,"opposite","normal",2,4,"green",0.25,0.5,-1,0.25
28,"sq2sz1m1","Without","First","true",1,2,"opposite","normal",2,4,"blue",0.56,0.94,1,0.38
29,"sq2sz1m1","Without","First","true",NA,2,"opposite","station_only",NA,NA,"blue",0.77,NA,1,NA
30,"sq2sz1m1","Without","First","true",NA,1,"opposite","station_only",NA,NA,"blue",0.87,NA,1,NA
31,"sq2sz1m1","Without","First","true",NA,5,"opposite","station_only",NA,NA,"blue",0,NA,1,NA
32,"sq2sz1m1","Without","First","true",NA,3,"opposite","station_only",NA,NA,"blue",0.27,NA,1,NA
33,"sq2sz1m1","Without","First","true",NA,0,"opposite","station_only",NA,NA,"blue",1,NA,1,NA
34,"sq2sz1m1","Without","First","true",NA,4,"opposite","station_only",NA,NA,"blue",0.09,NA,1,NA
1,"sq2sz1m1","Without","First","true",3,2,"random","normal",1,1,"green",0.2,0.51,-1,0.31
2,"sq2sz1m1","Without","First","true",0,2,"random","normal",1,1,"green",0.27,0,-1,-0.27
3,"sq2sz1m1","Without","First","true",4,3,"random","normal",1,1,"green",0.7,0.92,-1,0.22
4,"sq2sz1m1","Without","First","true",2,1,"random","normal",1,1,"green",0.27,0.52,-1,0.25
5,"sq2sz1m1","Without","First","true",4,3,"random","normal",1,1,"blue",0.72,0.97,1,0.25
6,"sq2sz1m1","Without","First","true",0,2,"random","normal",1,1,"green",0.34,0,-1,-0.34
7,"sq2sz1m1","Without","First","true",3,1,"random","normal",1,1,"blue",0.18,0.51,1,0.33
8,"sq2sz1m1","Without","First","true",5,1,"random","normal",1,2,"blue",0.58,1,1,0.42
9,"sq2sz1m1","Without","First","true",3,3,"random","normal",1,2,"blue",0.71,0.76,1,0.05
10,"sq2sz1m1","Without","First","true",4,2,"random","normal",1,2,"blue",0.58,0.94,1,0.36
11,"sq2sz1m1","Without","First","true",4,3,"random","normal",1,2,"blue",0.64,0.96,1,0.32
12,"sq2sz1m1","Without","First","true",5,3,"random","normal",1,2,"blue",0.71,1,1,0.29
13,"sq2sz1m1","Without","First","true",5,2,"random","normal",1,2,"blue",0.62,1,1,0.38
14,"sq2sz1m1","Without","First","true",5,2,"random","normal",1,2,"blue",0.91,1,1,0.09
15,"sq2sz1m1","Without","First","true",4,4,"random","normal",2,3,"blue",0.92,0.96,1,0.0399999999999999
16,"sq2sz1m1","Without","First","true",3,4,"random","normal",2,3,"green",0.91,0.88,-1,-0.03
17,"sq2sz1m1","Without","First","true",1,2,"random","normal",2,3,"green",0.71,0.51,-1,-0.2
18,"sq2sz1m1","Without","First","true",3,3,"random","normal",2,3,"blue",0.77,0.82,1,0.0499999999999999
19,"sq2sz1m1","Without","First","true",0,3,"random","normal",2,3,"green",0.75,0,-1,-0.75
20,"sq2sz1m1","Without","First","true",2,2,"random","normal",2,3,"green",0.82,0.5,-1,-0.32
21,"sq2sz1m1","Without","First","true",2,3,"random","normal",2,3,"green",0.76,0.36,-1,-0.4
22,"sq2sz1m1","Without","First","true",3,3,"random","normal",2,4,"blue",0.86,0.95,1,0.09
23,"sq2sz1m1","Without","First","true",1,2,"random","normal",2,4,"green",0.61,0.06,-1,-0.55
24,"sq2sz1m1","Without","First","true",0,2,"random","normal",2,4,"green",0.19,0,-1,-0.19
25,"sq2sz1m1","Without","First","true",4,3,"random","normal",2,4,"blue",0.72,1,1,0.28
26,"sq2sz1m1","Without","First","true",2,2,"random","normal",2,4,"green",0.23,0.08,-1,-0.15
27,"sq2sz1m1","Without","First","true",4,2,"random","normal",2,4,"blue",0.31,0.83,1,0.52
28,"sq2sz1m1","Without","First","true",1,3,"random","normal",2,4,"green",0.77,0.19,-1,-0.58
29,"sq2sz1m1","Without","First","true",NA,4,"random","station_only",NA,NA,"blue",0.84,NA,1,NA
30,"sq2sz1m1","Without","First","true",NA,1,"random","station_only",NA,NA,"blue",0.95,NA,1,NA
31,"sq2sz1m1","Without","First","true",NA,5,"random","station_only",NA,NA,"blue",1,NA,1,NA
32,"sq2sz1m1","Without","First","true",NA,3,"random","station_only",NA,NA,"blue",0.89,NA,1,NA
33,"sq2sz1m1","Without","First","true",NA,0,"random","station_only",NA,NA,"blue",0,NA,1,NA
34,"sq2sz1m1","Without","First","true",NA,2,"random","station_only",NA,NA,"blue",0.85,NA,1,NA
1,"sq2sz1m1","Without","First","true",5,3,"helpful","normal",1,1,"blue",0.76,1,1,0.24
2,"sq2sz1m1","Without","First","true",2,2,"helpful","normal",1,1,"green",0.28,0.09,-1,-0.19
3,"sq2sz1m1","Without","First","true",2,2,"helpful","normal",1,1,"green",0.12,0.08,-1,-0.04
4,"sq2sz1m1","Without","First","true",2,1,"helpful","normal",1,1,"green",0,0.13,-1,0.13
5,"sq2sz1m1","Without","First","true",3,4,"helpful","normal",1,1,"blue",0.9,0.95,1,0.0499999999999999
6,"sq2sz1m1","Without","First","true",2,2,"helpful","normal",1,1,"green",0.24,0.11,-1,-0.13
7,"sq2sz1m1","Without","First","true",2,2,"helpful","normal",1,1,"green",0.25,0.05,-1,-0.2
8,"sq2sz1m1","Without","First","true",4,4,"helpful","normal",1,2,"blue",1,1,1,0
9,"sq2sz1m1","Without","First","true",4,0,"helpful","normal",1,2,"blue",0,0.51,1,0.51
10,"sq2sz1m1","Without","First","true",1,3,"helpful","normal",1,2,"green",0.68,0.2,-1,-0.48
11,"sq2sz1m1","Without","First","true",5,4,"helpful","normal",1,2,"blue",0.73,1,1,0.27
12,"sq2sz1m1","Without","First","true",4,4,"helpful","normal",1,2,"blue",0.9,1,1,0.1
13,"sq2sz1m1","Without","First","true",4,5,"helpful","normal",1,2,"blue",1,1,1,0
14,"sq2sz1m1","Without","First","true",4,3,"helpful","normal",1,2,"blue",0.89,0.95,1,0.0599999999999999
15,"sq2sz1m1","Without","First","true",4,5,"helpful","normal",2,3,"blue",1,1,1,0
16,"sq2sz1m1","Without","First","true",2,2,"helpful","normal",2,3,"green",0.14,0.04,-1,-0.1
17,"sq2sz1m1","Without","First","true",2,0,"helpful","normal",2,3,"green",0,0.07,-1,0.07
18,"sq2sz1m1","Without","First","true",1,2,"helpful","normal",2,3,"green",0.23,0.09,-1,-0.14
19,"sq2sz1m1","Without","First","true",2,2,"helpful","normal",2,3,"green",0.15,0,-1,-0.15
20,"sq2sz1m1","Without","First","true",2,3,"helpful","normal",2,3,"blue",0.76,0.39,1,-0.37
21,"sq2sz1m1","Without","First","true",2,2,"helpful","normal",2,3,"green",0.17,0,-1,-0.17
22,"sq2sz1m1","Without","First","true",3,4,"helpful","normal",2,4,"blue",0.88,0.76,1,-0.12
23,"sq2sz1m1","Without","First","true",3,1,"helpful","normal",2,4,"green",0.04,0.5,-1,0.46
24,"sq2sz1m1","Without","First","true",2,5,"helpful","normal",2,4,"blue",1,0.22,1,-0.78
25,"sq2sz1m1","Without","First","true",3,3,"helpful","normal",2,4,"blue",0.88,1,1,0.12
26,"sq2sz1m1","Without","First","true",1,2,"helpful","normal",2,4,"green",0.14,0,-1,-0.14
27,"sq2sz1m1","Without","First","true",4,2,"helpful","normal",2,4,"blue",0.32,0.66,1,0.34
28,"sq2sz1m1","Without","First","true",1,3,"helpful","normal",2,4,"green",0.68,0.24,-1,-0.44
29,"sq2sz1m1","Without","First","true",NA,1,"helpful","station_only",NA,NA,"blue",0.15,NA,1,NA
30,"sq2sz1m1","Without","First","true",NA,3,"helpful","station_only",NA,NA,"blue",0.79,NA,1,NA
31,"sq2sz1m1","Without","First","true",NA,5,"helpful","station_only",NA,NA,"blue",0.94,NA,1,NA
32,"sq2sz1m1","Without","First","true",NA,2,"helpful","station_only",NA,NA,"blue",0.24,NA,1,NA
33,"sq2sz1m1","Without","First","true",NA,0,"helpful","station_only",NA,NA,"blue",0.05,NA,1,NA
34,"sq2sz1m1","Without","First","true",NA,4,"helpful","station_only",NA,NA,"blue",0.74,NA,1,NA
1,"hgjp2508","Without","First","true",4,4,"helpful","normal",1,1,"blue",1,1,1,0
2,"hgjp2508","Without","First","true",3,3,"helpful","normal",1,1,"blue",1,1,1,0
3,"hgjp2508","Without","First","true",0,0,"helpful","normal",1,1,"green",0,0.01,-1,0.01
4,"hgjp2508","Without","First","true",3,5,"helpful","normal",1,1,"blue",1,1,1,0
5,"hgjp2508","Without","First","true",2,4,"helpful","normal",1,1,"green",1,1,-1,0
6,"hgjp2508","Without","First","true",4,4,"helpful","normal",1,1,"blue",1,0.95,1,-0.05
7,"hgjp2508","Without","First","true",2,4,"helpful","normal",1,1,"blue",1,0.48,1,-0.52
8,"hgjp2508","Without","First","true",4,4,"helpful","normal",1,2,"blue",1,1,1,0
9,"hgjp2508","Without","First","true",1,3,"helpful","normal",1,2,"green",1,0.56,-1,-0.44
10,"hgjp2508","Without","First","true",2,0,"helpful","normal",1,2,"green",0,0,-1,0
11,"hgjp2508","Without","First","true",1,1,"helpful","normal",1,2,"green",0.03,0.03,-1,0
12,"hgjp2508","Without","First","true",4,3,"helpful","normal",1,2,"blue",0.99,1,1,0.01
13,"hgjp2508","Without","First","true",4,5,"helpful","normal",1,2,"blue",1,1,1,0
14,"hgjp2508","Without","First","true",1,5,"helpful","normal",1,2,"green",1,0.25,-1,-0.75
15,"hgjp2508","Without","First","true",1,1,"helpful","normal",2,3,"green",0.07,0.02,-1,-0.05
16,"hgjp2508","Without","First","true",4,5,"helpful","normal",2,3,"blue",0.97,1,1,0.03
17,"hgjp2508","Without","First","true",0,3,"helpful","normal",2,3,"green",0.86,0,-1,-0.86
18,"hgjp2508","Without","First","true",3,5,"helpful","normal",2,3,"blue",1,1,1,0
19,"hgjp2508","Without","First","true",0,3,"helpful","normal",2,3,"green",1,0.03,-1,-0.97
20,"hgjp2508","Without","First","true",1,0,"helpful","normal",2,3,"green",0.05,0.02,-1,-0.03
21,"hgjp2508","Without","First","true",4,4,"helpful","normal",2,3,"blue",0.97,0.97,1,0
22,"hgjp2508","Without","First","true",0,1,"helpful","normal",2,4,"green",0.01,0.02,-1,0.01
23,"hgjp2508","Without","First","true",0,2,"helpful","normal",2,4,"green",0.01,0.01,-1,0
24,"hgjp2508","Without","First","true",5,3,"helpful","normal",2,4,"blue",0.99,0.99,1,0
25,"hgjp2508","Without","First","true",1,1,"helpful","normal",2,4,"green",0.01,0.01,-1,0
26,"hgjp2508","Without","First","true",3,4,"helpful","normal",2,4,"blue",0.97,0.87,1,-0.1
27,"hgjp2508","Without","First","true",0,2,"helpful","normal",2,4,"green",0.07,0,-1,-0.07
28,"hgjp2508","Without","First","true",4,3,"helpful","normal",2,4,"blue",0.98,0.89,1,-0.09
29,"hgjp2508","Without","First","true",NA,1,"helpful","station_only",NA,NA,"blue",0.04,NA,1,NA
30,"hgjp2508","Without","First","true",NA,5,"helpful","station_only",NA,NA,"blue",0.99,NA,1,NA
31,"hgjp2508","Without","First","true",NA,0,"helpful","station_only",NA,NA,"blue",0.01,NA,1,NA
32,"hgjp2508","Without","First","true",NA,3,"helpful","station_only",NA,NA,"blue",0.96,NA,1,NA
33,"hgjp2508","Without","First","true",NA,2,"helpful","station_only",NA,NA,"blue",0.27,NA,1,NA
34,"hgjp2508","Without","First","true",NA,4,"helpful","station_only",NA,NA,"blue",0.8,NA,1,NA
1,"hgjp2508","Without","First","true",5,0,"opposite","normal",1,1,"blue",0.03,1,1,0.97
2,"hgjp2508","Without","First","true",2,2,"opposite","normal",1,1,"blue",0.24,0.25,1,0.01
3,"hgjp2508","Without","First","true",3,1,"opposite","normal",1,1,"blue",0.33,0.02,1,-0.31
4,"hgjp2508","Without","First","true",1,3,"opposite","normal",1,1,"green",0.94,0.06,-1,-0.88
5,"hgjp2508","Without","First","true",1,4,"opposite","normal",1,1,"green",0.94,0.13,-1,-0.81
6,"hgjp2508","Without","First","true",2,4,"opposite","normal",1,1,"green",0.95,0.15,-1,-0.8
7,"hgjp2508","Without","First","true",4,1,"opposite","normal",1,1,"blue",0.1,0.86,1,0.76
8,"hgjp2508","Without","First","true",3,0,"opposite","normal",1,2,"blue",0,0.26,1,0.26
9,"hgjp2508","Without","First","true",1,2,"opposite","normal",1,2,"green",0.13,0,-1,-0.13
10,"hgjp2508","Without","First","true",1,4,"opposite","normal",1,2,"green",0.98,0.23,-1,-0.75
11,"hgjp2508","Without","First","true",1,5,"opposite","normal",1,2,"green",1,0.06,-1,-0.94
12,"hgjp2508","Without","First","true",4,0,"opposite","normal",1,2,"blue",0.03,0.9,1,0.87
13,"hgjp2508","Without","First","true",4,0,"opposite","normal",1,2,"blue",0,0.99,1,0.99
14,"hgjp2508","Without","First","true",1,2,"opposite","normal",1,2,"green",0.05,0.05,-1,0
15,"hgjp2508","Without","First","true",3,1,"opposite","normal",2,3,"blue",0.06,0.94,1,0.88
16,"hgjp2508","Without","First","true",5,3,"opposite","normal",2,3,"blue",0.92,0.99,1,0.07
17,"hgjp2508","Without","First","true",0,3,"opposite","normal",2,3,"green",0.95,0,-1,-0.95
18,"hgjp2508","Without","First","true",3,2,"opposite","normal",2,3,"blue",0.05,1,1,0.95
19,"hgjp2508","Without","First","true",3,0,"opposite","normal",2,3,"blue",0.08,0.68,1,0.6
20,"hgjp2508","Without","First","true",2,4,"opposite","normal",2,3,"green",0.99,0.53,-1,-0.46
21,"hgjp2508","Without","First","true",2,4,"opposite","normal",2,3,"green",0.96,0.35,-1,-0.61
22,"hgjp2508","Without","First","true",5,3,"opposite","normal",2,4,"blue",0.83,1,1,0.17
23,"hgjp2508","Without","First","true",0,3,"opposite","normal",2,4,"green",0.88,0.03,-1,-0.85
24,"hgjp2508","Without","First","true",4,0,"opposite","normal",2,4,"blue",0,0.78,1,0.78
25,"hgjp2508","Without","First","true",3,2,"opposite","normal",2,4,"blue",0.07,0.88,1,0.81
26,"hgjp2508","Without","First","true",1,5,"opposite","normal",2,4,"green",0.97,0.05,-1,-0.92
27,"hgjp2508","Without","First","true",1,4,"opposite","normal",2,4,"green",0.94,0.09,-1,-0.85
28,"hgjp2508","Without","First","true",3,4,"opposite","normal",2,4,"green",0.97,0.84,-1,-0.13
29,"hgjp2508","Without","First","true",NA,1,"opposite","station_only",NA,NA,"blue",0.06,NA,1,NA
30,"hgjp2508","Without","First","true",NA,3,"opposite","station_only",NA,NA,"blue",0.85,NA,1,NA
31,"hgjp2508","Without","First","true",NA,5,"opposite","station_only",NA,NA,"blue",0.99,NA,1,NA
32,"hgjp2508","Without","First","true",NA,2,"opposite","station_only",NA,NA,"blue",0.13,NA,1,NA
33,"hgjp2508","Without","First","true",NA,4,"opposite","station_only",NA,NA,"blue",0.89,NA,1,NA
34,"hgjp2508","Without","First","true",NA,0,"opposite","station_only",NA,NA,"blue",0.04,NA,1,NA
1,"hgjp2508","Without","First","true",4,5,"bluebias","normal",1,1,"blue",1,0.82,1,-0.18
2,"hgjp2508","Without","First","true",1,2,"bluebias","normal",1,1,"green",0.24,0.21,-1,-0.03
3,"hgjp2508","Without","First","true",3,5,"bluebias","normal",1,1,"green",0.97,0.8,-1,-0.17
4,"hgjp2508","Without","First","true",4,5,"bluebias","normal",1,1,"blue",0.99,0.94,1,-0.05
5,"hgjp2508","Without","First","true",2,3,"bluebias","normal",1,1,"green",0.87,0.22,-1,-0.65
6,"hgjp2508","Without","First","true",3,4,"bluebias","normal",1,1,"blue",0.9,0.79,1,-0.11
7,"hgjp2508","Without","First","true",2,3,"bluebias","normal",1,1,"green",0.86,0.28,-1,-0.58
8,"hgjp2508","Without","First","true",0,4,"bluebias","normal",1,2,"green",0.96,0.03,-1,-0.93
9,"hgjp2508","Without","First","true",2,5,"bluebias","normal",1,2,"blue",0.94,0.23,1,-0.71
10,"hgjp2508","Without","First","true",4,5,"bluebias","normal",1,2,"blue",0.98,0.81,1,-0.17
11,"hgjp2508","Without","First","true",2,4,"bluebias","normal",1,2,"blue",0.86,0.23,1,-0.63
12,"hgjp2508","Without","First","true",2,1,"bluebias","normal",1,2,"green",0.15,0.24,-1,0.09
13,"hgjp2508","Without","First","true",4,4,"bluebias","normal",1,2,"blue",0.88,0.88,1,0
14,"hgjp2508","Without","First","true",3,5,"bluebias","normal",1,2,"blue",0.97,0.79,1,-0.18
15,"hgjp2508","Without","First","true",1,4,"bluebias","normal",2,3,"green",0.95,0.28,-1,-0.67
16,"hgjp2508","Without","First","true",1,2,"bluebias","normal",2,3,"green",0.24,0.15,-1,-0.09
17,"hgjp2508","Without","First","true",4,3,"bluebias","normal",2,3,"green",0.83,0.94,-1,0.11
18,"hgjp2508","Without","First","true",4,5,"bluebias","normal",2,3,"blue",1,0.85,1,-0.15
19,"hgjp2508","Without","First","true",3,4,"bluebias","normal",2,3,"green",0.78,0.71,-1,-0.0700000000000001
20,"hgjp2508","Without","First","true",5,5,"bluebias","normal",2,3,"blue",1,1,1,0
21,"hgjp2508","Without","First","true",4,5,"bluebias","normal",2,3,"blue",1,0.91,1,-0.09
22,"hgjp2508","Without","First","true",2,3,"bluebias","normal",2,4,"blue",0.73,0.26,1,-0.47
23,"hgjp2508","Without","First","true",1,2,"bluebias","normal",2,4,"green",0.24,0.09,-1,-0.15
24,"hgjp2508","Without","First","true",5,5,"bluebias","normal",2,4,"blue",1,1,1,0
25,"hgjp2508","Without","First","true",3,5,"bluebias","normal",2,4,"blue",1,0.77,1,-0.23
26,"hgjp2508","Without","First","true",1,1,"bluebias","normal",2,4,"green",0.2,0.07,-1,-0.13
27,"hgjp2508","Without","First","true",0,1,"bluebias","normal",2,4,"green",0.14,0,-1,-0.14
28,"hgjp2508","Without","First","true",0,3,"bluebias","normal",2,4,"green",0.74,0,-1,-0.74
29,"hgjp2508","Without","First","true",NA,3,"bluebias","station_only",NA,NA,"blue",0.76,NA,1,NA
30,"hgjp2508","Without","First","true",NA,2,"bluebias","station_only",NA,NA,"blue",0.17,NA,1,NA
31,"hgjp2508","Without","First","true",NA,1,"bluebias","station_only",NA,NA,"blue",0.08,NA,1,NA
32,"hgjp2508","Without","First","true",NA,0,"bluebias","station_only",NA,NA,"blue",0,NA,1,NA
33,"hgjp2508","Without","First","true",NA,5,"bluebias","station_only",NA,NA,"blue",0.98,NA,1,NA
34,"hgjp2508","Without","First","true",NA,4,"bluebias","station_only",NA,NA,"blue",0.96,NA,1,NA
1,"hgjp2508","Without","First","true",4,1,"random","normal",1,1,"blue",0.1,0.73,1,0.63
2,"hgjp2508","Without","First","true",2,1,"random","normal",1,1,"green",0.18,0.18,-1,0
3,"hgjp2508","Without","First","true",2,2,"random","normal",1,1,"green",0.21,0.17,-1,-0.04
